Array Length,Execution Time Merge Sort,Execution Time Insertion Sort
1073,27488541,117229331
1074,27534941,117539604
1075,27578604,117848241
1076,27622328,118157554
1077,27666034,118467771
1078,27709309,118778412
1079,27752907,119089785
1080,27796193,119403598
1081,27840041,119715901
1082,27883859,120028942
1083,27987801,120353827
1084,28031387,120667975
1085,28075573,120988876
1086,28119559,121304063
1087,28165227,121640275
1088,28208984,121963610
1089,28252846,122284506
1090,28297079,122606755
1091,28343544,122927174
1092,28387505,123245431
1093,28431560,123564772
1094,28475373,123884688
1095,28519131,124205280
1096,28563236,124528388
1097,28607704,124850037
1098,28652158,125172081
1099,28697427,125496355
1100,28741870,125819670
1101,28786731,126145868
1102,28831109,126475050
1103,28875831,126800227
1104,28920477,127125960
1105,28964850,127452482
1106,29009953,127779670
1107,29054822,128109132
1108,29099712,128437479
1109,29145063,128766392
1110,29189964,129095821
1111,29234803,129425701
1112,29279830,129758285
1113,29324771,130093877
1114,29369770,130425727
1115,29415553,130757978
1116,29460584,131090853
1117,29505749,131424601
1118,29553452,131760693
1119,29599155,132095372
1120,29645005,132430693
1121,29690661,132766311
1122,29736143,133102607
1123,29781878,133441696
1124,29827622,133779448
1125,29873655,134119503
1126,29919777,134458389
1127,29966119,134797965
1128,30012134,135139833
1129,30057484,135480355
1130,30103544,135821590
1131,30149291,136163531
1132,30195100,136509969
1133,30240909,136852760
1134,30289126,137196526
1135,30334774,137540842
1136,30386917,137885508
1137,30433096,138230981
1138,30479307,138578943
1139,30527500,138927605
1140,30573739,139274640
1141,30619708,139622659
1142,30666690,139970798
1143,30713274,140319893
1144,30759771,140671490
1145,30806464,141021769
1146,30852847,141372720
1147,30899061,141726186
1148,30945441,142078527
1149,31052632,142437685
1150,31100123,142798059
1151,31146553,143152098
1152,31193410,143506570
1153,31240405,143861600
1154,31287509,144219492
1155,31339086,144596241
1156,31386444,144953118
1157,31435558,145312876
1158,31482925,145681002
1159,31530282,146040041
1160,31577163,146399685
1161,31624383,146759936
1162,31672016,147120677
1163,31719400,147488605
1164,31766973,147850663
1165,31814426,148212932
1166,31862130,148576432
1167,31909929,148940453
1168,31959517,149309615
1169,32007426,149674678
1170,32055113,150040520
1171,32102985,150407118
1172,32150527,150774122
1173,32198539,151145995
1174,32246740,151514309
1175,32294845,151883328
1176,32342800,152252842
1177,32391158,152622878
1178,32439016,152998131
1179,32487456,153369122
1180,32536043,153741144
1181,32584161,154113414
1182,32632715,154486467
1183,32680864,154864703
1184,32728819,155239161
1185,32777125,155614405
1186,32825564,155990270
1187,32874467,156370831
1188,32923018,156748063
1189,32972108,157125852
1190,33020750,157504282
1191,33069801,157887360
1192,33118879,158271225
1193,33167602,158651488
1194,33216324,159032262
1195,33264935,159413694
1196,33313127,159795245
1197,33362266,160182268
1198,33411269,160565449
1199,33460446,160949390
1200,33508876,161334128
1201,33557805,161723641
1202,33606979,162109531
1203,33656010,162496243
1204,33705576,162883246
1205,33754806,163273997
1206,33803983,163666612
1207,33853497,164056092
1208,33902934,164445964
1209,33951987,164836497
1210,34092576,165236499
1211,34142428,165644897
1212,34192340,166047065
1213,34241815,166452675
1214,34291698,166850446
1215,34346002,167246637
1216,34395242,167641405
1217,34445015,168045652
1218,34494443,168441911
1219,34545404,168841928
1220,34595020,169239515
1221,34644709,169637880
1222,34694347,170036313
1223,34747094,170435876
1224,34797104,170841369
1225,34847094,171242398
1226,34897286,171643973
1227,34947315,172046306
1228,34999904,172451205
1229,35050030,172856622
1230,35099969,173260715
1231,35154586,173700924
1232,35204915,174110466
1233,35255724,174516446
1234,35306086,174923209
1235,35357546,175333645
1236,35408130,175741664
1237,35459476,176154551
1238,35510468,176563983
1239,35560951,176973964
1240,35611712,177384885
1241,35662400,177800626
1242,35713655,178212507
1243,35764688,178625291
1244,35816328,179038583
1245,35867040,179456630
1246,35918624,179871350
1247,35970186,180286647
1248,36021670,180702388
1249,36072909,181118745
1250,36124444,181540715
1251,36176758,181964540
1252,36231992,182382971
1253,36283209,182802407
1254,36336595,183224350
1255,36388311,183645197
1256,36440174,184066298
1257,36492203,184488287
1258,36543814,184915083
1259,36595088,185338518
1260,36647221,185762445
1261,36698836,186186975
1262,36750271,186616650
1263,36801973,187042395
1264,36853523,187469004
1265,36905437,187896130
1266,37016452,188339009
1267,37069005,188773671
1268,37121071,189207125
1269,37173980,189642106
1270,37225618,190076962
1271,37282055,190514394
1272,37335629,190949085
1273,37387953,191385789
1274,37439991,191823278
1275,37496645,192265817
1276,37549224,192704727
1277,37601621,193146246
1278,37654351,193587869
1279,37706632,194037207
1280,37758912,194477024
1281,37811916,194919447
1282,37864686,195362504
1283,37920013,195807865
1284,37973064,196247867
1285,38026288,196691033
1286,38079251,197132631
1287,38132156,197579297
1288,38184894,198022465
1289,38237717,198466239
1290,38290714,198910636
1291,38346092,199357770
1292,38399111,199803734
1293,38452121,200250509
1294,38505506,200697551
1295,38561617,201144648
1296,38615485,201594629
1297,38669068,202045842
1298,38722477,202495874
1299,38776012,202950238
1300,38829330,203401527
1301,38883062,203853290
1302,38937124,204305925
1303,38991400,204762726
1304,39045476,205216922
1305,39099492,205671745
1306,39153390,206127328
1307,39210315,206585434
1308,39264995,207042423
1309,39318865,207501934
1310,39373293,207962758
1311,39429401,208423989
1312,39483921,208883790
1313,39538553,209343613
1314,39593236,209804795
1315,39654356,210295351
1316,39710086,210765223
1317,39764616,211228612
1318,39891809,211706717
1319,39946196,212171353
1320,40000855,212636701
1321,40055506,213102740
1322,40114438,213574162
1323,40169467,214041637
1324,40224478,214509353
1325,40278701,214978122
1326,40333462,215449647
1327,40388650,215923871
1328,40443293,216394846
1329,40498119,216865239
1330,40552980,217341537
1331,40608571,217814626
1332,40663510,218288170
1333,40718897,218766734
1334,40774571,219241852
1335,40830263,219717173
1336,40885413,220193337
1337,40943708,220671984
1338,40998553,221150009
1339,41054014,221628756
1340,41109254,222108177
1341,41165256,222592421
1342,41220987,223073275
1343,41276676,223554465
1344,41331948,224036725
1345,41387603,224524157
1346,41443313,225007830
1347,41499516,225492289
1348,41557725,225978558
1349,41613569,226464624
1350,41669780,226951145
1351,41725435,227438634
1352,41781383,227930971
1353,41837528,228419854
1354,41893692,228909407
1355,41949484,229399574
1356,42006165,229902385
1357,42062130,230396629
1358,42118610,230888991
1359,42177070,231386969
1360,42233433,231880672
1361,42289837,232375211
1362,42346069,232870580
1363,42402751,233368835
1364,42461797,233867439
1365,42519066,234365096
1366,42635329,234872224
1367,42692401,235375780
1368,42749539,235875497
1369,42806600,236376028
1370,42864197,236880628
1371,42920920,237382392
1372,42978255,237884853
1373,43035678,238387960
1374,43094995,238894447
1375,43152237,239399402
1376,43209953,239904706
1377,43267028,240415247
1378,43324876,240922382
1379,43382490,241430194
1380,43440541,241938389
1381,43500404,242452422
1382,43558991,242962531
1383,43616923,243474300
1384,43674398,243989867
1385,43732372,244502022
1386,43790306,245014973
1387,43848591,245527918
1388,43906215,246044352
1389,43963311,246561571
1390,44021041,247077307
1391,44078657,247597761
1392,44136679,248114848
1393,44194254,248633028
1394,44252401,249151909
1395,44310888,249675319
1396,44369333,250195579
1397,44427859,250716484
1398,44486708,251242741
1399,44545280,251765185
1400,44603274,252288602
1401,44661828,252812510
1402,44720093,253341516
1403,44778537,253867130
1404,44837153,254393336
1405,44895795,254942138
1406,44958555,255489643
1407,45017305,256017732
1408,45075400,256547082
1409,45139878,257080876
1410,45198561,257611796
1411,45312873,258150548
1412,45372166,258687025
1413,45431277,259220934
1414,45490518,259754576
1415,45549700,260292877
1416,45609072,260828191
1417,45667812,261364365
1418,45727068,261901176
1419,45786498,262443069
1420,45845213,262981268
1421,45904527,263520299
1422,45963959,264061795
1423,46023837,264602487
1424,46083288,265145674
1425,46143522,265691418
1426,46203709,266233868
1427,46263040,266777539
1428,46322496,267322013
1429,46382487,267871461
1430,46442606,268417284
1431,46502839,268963745
1432,46562836,269515488
1433,46622986,270063732
1434,46683066,270612768
1435,46743058,271167021
1436,46803391,271717365
1437,46863657,272268642
1438,46923512,272827341
1439,46983460,273380082
1440,47043752,273933569
1441,47104369,274487747
1442,47165087,275049122
1443,47225830,275604981
1444,47286515,276161541
1445,47347477,276722699
1446,47407944,277280770
1447,47468905,277839870
1448,47529632,278403412
1449,47591443,278963312
1450,47652684,279525729
1451,47715492,280090338
1452,47776522,280653197
1453,47837174,281216943
1454,47963644,281790768
1455,48027184,282367391
1456,48087861,282939178
1457,48148846,283511786
1458,48209999,284085736
1459,48273295,284654455
1460,48335163,285224273
1461,48397080,285801594
1462,48458119,286372192
1463,48519559,286943472
1464,48581056,287520028
1465,48642732,288092895
1466,48704381,288666824
1467,48765909,289245760
1468,48828069,289820885
1469,48889695,290396780
1470,48951408,290977883
1471,49013508,291559338
1472,49075199,292139413
1473,49136653,292720604
1474,49198542,293300543
1475,49260364,293881206
1476,49326896,294466509
1477,49388899,295052635
1478,49450538,295635609
1479,49512411,296219321
1480,49574567,296807856
1481,49636833,297393344
1482,49699450,297979456
1483,49761669,298570364
1484,49824226,299158002
1485,49890725,299768670
1486,49953925,300395038
1487,50022772,300995920
1488,50087588,301589169
1489,50151163,302188940
1490,50214253,302781502
1491,50276626,303375108
1492,50342388,303969967
1493,50405789,304564696
1494,50520751,305166440
1495,50583901,305767691
1496,50646619,306365097
1497,50710011,306963189
1498,50774582,307565374
1499,50837706,308165296
1500,50900909,308765854
1501,50964007,309371729
1502,51027191,309974202
1503,51091796,310578075
1504,51155686,311187615
1505,51219354,311792337
1506,51282945,312397418
1507,51346929,313007544
1508,51410584,313614024
1509,51473431,314221944
1510,51537089,314834709
1511,51601478,315443640
1512,51664871,316053884
1513,51729217,316669734
1514,51793134,317281631
1515,51857262,317894219
1516,51921241,318512027
1517,51985870,319125923
1518,52049908,319741036
1519,52114690,320360963
1520,52178768,320977706
1521,52243161,321594758
1522,52309504,322213078
1523,52373510,322831555
1524,52437411,323455380
1525,52501899,324080431
1526,52566615,324703990
1527,52631607,325330766
1528,52695996,325954024
1529,52760219,326578067
1530,52824775,327207319
1531,52889595,327832800
1532,52954132,328459156
1533,53096905,329095950
1534,53161800,329729732
1535,53228992,330362541
1536,53293814,331002582
1537,53361231,331641551
1538,53428095,332277233
1539,53493013,332922214
1540,53558746,333562956
1541,53623856,334200591
1542,53693493,334844007
1543,53758520,335480290
1544,53824333,336116600
1545,53889898,336762605
1546,53955673,337407829
1547,54023456,338049166
1548,54089070,338688826
1549,54154973,339329279
1550,54221002,339976834
1551,54286938,340618764
1552,54363738,341265113
1553,54431997,341912835
1554,54497789,342557426
1555,54563954,343202752
1556,54630436,343853086
1557,54695975,344502045
1558,54768435,345172518
1559,54841841,345853608
1560,54908361,346503154
1561,54974714,347157360
1562,55041165,347808153
1563,55108518,348459809
1564,55175279,349116740
1565,55241568,349770404
1566,55308314,350424491
1567,55377803,351081426
1568,55444545,351747252
1569,55511904,352403939
1570,55644448,353073073
1571,55711985,353732312
1572,55779827,354430657
1573,55855052,355125731
1574,55926296,355798987
1575,55999595,356517384
1576,56068003,357193977
1577,56152846,357916894
1578,56222413,358607540
1579,56299311,359316167
1580,56368167,359999047
1581,56450188,360715527
1582,56518668,361402246
1583,56586260,362115351
1584,56657490,362784898
1585,56725018,363464845
1586,56798116,364179209
1587,56866250,364866300
1588,56934074,365555244
1589,57001695,366229066
1590,57069397,366913856
1591,57137014,367593699
1592,57204662,368269944
1593,57271784,368951547
1594,57339540,369629426
1595,57407240,370308344
1596,57475036,370992271
1597,57542886,371672646
1598,57610656,372353875
1599,57678985,373040290
1600,57747543,373725214
1601,57816463,374408806
1602,57888987,375093758
1603,57957192,375779314
1604,58025716,376471261
1605,58167735,377168119
1606,58238824,377886281
1607,58311149,378596148
1608,58379654,379290358
1609,58448112,379983241
1610,58516551,380675633
1611,58587934,381368110
1612,58658943,382063352
1613,58727512,382759590
1614,58796363,383454422
1615,58865786,384154182
1616,58934944,384851144
1617,59004319,385552976
1618,59073481,386251104
1619,59142914,386950489
1620,59211985,387655000
1621,59281491,388356139
1622,59351331,389061950
1623,59422015,389779967
1624,59498582,390506115
1625,59568492,391217322
1626,59638087,391929205
1627,59707962,392639507
1628,59777952,393346682
1629,59847315,394054697
1630,59917468,394767628
1631,59987773,395477381
1632,60058233,396187818
1633,60128590,396903414
1634,60198499,397615738
1635,60269047,398333044
1636,60339596,399046950
1637,60410528,399761810
1638,60480954,400483339
1639,60624117,401208769
1640,60695078,401930560
1641,60766019,402648494
1642,60837131,403367626
1643,60910443,404090034
1644,60980287,404810751
1645,61050329,405536581
1646,61120766,406259145
1647,61191755,406982418
1648,61262930,407710614
1649,61333822,408435957
1650,61404933,409169075
1651,61475671,409895864
1652,61547052,410623593
1653,61618157,411356343
1654,61689075,412086040
1655,61761344,412817894
1656,61832426,413549314
1657,61903527,414285819
1658,61974812,415023242
1659,62046421,415757654
1660,62117852,416497047
1661,62189437,417232862
1662,62261304,417969294
1663,62332571,418711281
1664,62404115,419449797
1665,62475022,420193555
1666,62547045,420936406
1667,62618285,421677561
1668,62693300,422422605
1669,62764988,423165773
1670,62837267,423915204
1671,62976627,424668588
1672,63048938,425416142
1673,63120724,426164652
1674,63193122,426914058
1675,63265679,427666880
1676,63338253,428415961
1677,63413016,429168242
1678,63485391,429919239
1679,63557410,430671289
1680,63630442,431435856
1681,63703160,432189871
1682,63775911,432948824
1683,63848751,433704363
1684,63921445,434460761
1685,63997823,435247905
1686,64071725,436019236
1687,64144559,436784443
1688,64217226,437544404
1689,64290537,438310519
1690,64363478,439072376
1691,64436610,439834957
1692,64508896,440603130
1693,64582492,441367659
1694,64655282,442137727
1695,64729063,442903580
1696,64802576,443670882
1697,64877488,444447964
1698,64950165,445221028
1699,65023178,445995126
1700,65096184,446765833
1701,65245331,447546443
1702,65319877,448318785
1703,65393485,449092417
1704,65466582,449871096
1705,65540670,450646697
1706,65613808,451427443
1707,65687560,452204845
1708,65761376,452987287
1709,65835090,453766353
1710,65908062,454546194
1711,65981938,455331504
1712,66056045,456113603
1713,66130267,456900365
1714,66204549,457683810
1715,66277821,458472650
1716,66352246,459257867
1717,66426047,460044304
1718,66502263,460833918
1719,66576223,461621953
1720,66650508,462415458
1721,66724857,463205253
1722,66798580,463998137
1723,66873731,464798799
1724,66948148,465597360
1725,67024431,466397381
1726,67099162,467194443
1727,67173518,467994387
1728,67248052,468790848
1729,67322731,469592591
1730,67397581,470391617
1731,67535357,471198858
1732,67611873,472001275
1733,67686570,472803820
1734,67760931,473612319
1735,67835737,474415059
1736,67910847,475223412
1737,67985814,476028075
1738,68061005,476838056
1739,68136231,477644160
1740,68211415,478454041
1741,68285983,479266570
1742,68361363,480075771
1743,68439157,480918371
1744,68515736,481750993
1745,68591505,482569632
1746,68669316,483383760
1747,68747678,484199204
1748,68822722,485013901
1749,68898592,485829532
1750,68973657,486650732
1751,69048670,487468435
1752,69124409,488290038
1753,69199886,489109729
1754,69276177,489934495
1755,69352056,490756030
1756,69428083,491582670
1757,69503986,492408170
1758,69580156,493232553
1759,69730388,494066641
1760,69806527,494892949
1761,69881927,495724407
1762,69958611,496559551
1763,70035149,497402064
1764,70113556,498254314
1765,70189653,499089451
1766,70265531,499921420
1767,70341304,500758421
1768,70417784,501594079
1769,70494263,502433007
1770,70570429,503268395
1771,70647161,504104858
1772,70723198,504948132
1773,70799827,505786513
1774,70876294,506638036
1775,70960437,507563947
1776,71049185,508458405
1777,71131207,509335864
1778,71208179,510196881
1779,71292894,511044723
1780,71369091,511893861
1781,71445390,512739658
1782,71522385,513603472
1783,71601279,514453621
1784,71677870,515306573
1785,71755054,516156431
1786,71899842,517014685
1787,71977114,517870130
1788,72054445,518725975
1789,72132845,519583734
1790,72209789,520437936
1791,72287477,521297420
1792,72364822,522153628
1793,72444866,523014580
1794,72522298,523872818
1795,72600412,524736280
1796,72678048,525596669
1797,72756452,526463443
1798,72835021,527334469
1799,72913480,528201430
1800,72990870,529065599
1801,73069075,529930373
1802,73152504,530796115
1803,73231580,531668157
1804,73309668,532540340
1805,73393297,533450802
1806,73471957,534326612
1807,73562083,535223394
1808,73639859,536103429
1809,73726266,537043358
1810,73805683,537934884
1811,73884264,538817100
1812,74026450,539709129
1813,74105019,540585648
1814,74184448,541470434
1815,74263900,542348800
1816,74343753,543231817
1817,74423436,544112669
1818,74502935,544997847
1819,74581811,545880336
1820,74661162,546767675
1821,74741127,547651756
1822,74820128,548541251
1823,74899586,549427694
1824,74979281,550323842
1825,75059599,551211716
1826,75139585,552105483
1827,75219442,552995814
1828,75299746,553890819
1829,75380222,554782434
1830,75459901,555675581
1831,75544780,556569882
1832,75625043,557465117
1833,75705244,558365099
1834,75785708,559262090
1835,75867099,560162245
1836,75947023,561061458
1837,76102824,561980154
1838,76182899,562893219
1839,76264372,563796613
1840,76345003,564701334
1841,76434009,565630454
1842,76513674,566538894
1843,76594250,567448089
1844,76673866,568354862
1845,76753546,569266922
1846,76833104,570175818
1847,76916380,571086969
1848,76996719,571999083
1849,77078046,572920759
1850,77158391,573833569
1851,77238736,574751043
1852,77319250,575670091
1853,77399774,576590116
1854,77480893,577506651
1855,77562165,578429484
1856,77642224,579348005
1857,77722414,580272268
1858,77804310,581191730
1859,77885466,582117906
1860,77966666,583040436
1861,78113061,583980626
1862,78194187,584905155
1863,78275522,585835470
1864,78356559,586762124
1865,78438134,587694158
1866,78519553,588622727
1867,78601268,589556728
1868,78682574,590487276
1869,78764829,591422517
1870,78846758,592365356
1871,78930301,593303151
1872,79011417,594237629
1873,79094862,595174346
1874,79176348,596114586
1875,79258427,597056030
1876,79339879,597996374
1877,79422476,598935420
1878,79504941,599879727
1879,79587700,600821342
1880,79669187,601767755
1881,79751871,602710143
1882,79834704,603658457
1883,79916959,604603992
1884,80003989,605570139
1885,80148600,606539820
1886,80230966,607496755
1887,80313317,608452139
1888,80396826,609406079
1889,80479543,610357655
1890,80561883,611316540
1891,80644356,612269960
1892,80729436,613228641
1893,80811523,614188178
1894,80895050,615148778
1895,80977650,616106388
1896,81060729,617070598
1897,81143546,618030261
1898,81227335,619002348
1899,81309991,619964039
1900,81392525,620930951
1901,81474927,621894597
1902,81558124,622863324
1903,81640491,623833460
1904,81723976,624799905
1905,81809210,625771582
1906,81892727,626740277
1907,81981251,627710057
1908,82132049,628693166
1909,82216225,629669214
1910,82299090,630641875
1911,82382705,631619940
1912,82466587,632594822
1913,82550386,633574854
1914,82634065,634551540
1915,82719481,635531705
1916,82803036,636509795
1917,82887305,637493840
1918,82971622,638474766
1919,83056005,639460797
1920,83140633,640448014
1921,83225048,641431761
1922,83308994,642421642
1923,83393202,643407584
1924,83477644,644398470
1925,83561301,645386336
1926,83645542,646381983
1927,83734212,647376265
1928,83819350,648369131
1929,83903899,649361215
1930,83988893,650356704
1931,84138738,651385768
1932,84223218,652389000
1933,84307308,653387164
1934,84391949,654385872
1935,84477411,655390966
1936,84562350,656392058
1937,84646877,657396727
1938,84732159,658397956
1939,84817860,659404714
1940,84903102,660408242
1941,84991098,661414055
1942,85076713,662419398
1943,85162480,663430836
1944,85247868,664449454
1945,85333467,665458089
1946,85418989,666473985
1947,85504004,667484571
1948,85589247,668500768
1949,85674184,669513439
1950,85759779,670531531
1951,85845232,671546228
1952,85931334,672567073
1953,86083904,673591223
1954,86170159,674613381
1955,86255708,675636806
1956,86341252,676656752
1957,86426957,677685552
1958,86513541,678707570
1959,86600148,679735148
1960,86686719,680759355
1961,86776044,681796691
1962,86862645,682823291
1963,86949375,683854969
1964,87036211,684887924
1965,87122376,685917148
1966,87209302,686949584
1967,87295883,687985140
1968,87382435,689024166
1969,87469488,690057979
1970,87556388,691097126
1971,87642564,692132828
1972,87728971,693176102
1973,87815558,694217888
1974,87972857,695267400
1975,88059813,696311572
1976,88149036,697379582
1977,88240098,698440501
1978,88327816,699483847
1979,88414595,700533687
1980,88502943,701586000
1981,88589799,702632177
1982,88676220,703684217
1983,88763260,704735587
1984,88851266,705789177
1985,88938360,706839972
1986,89026245,707897361
1987,89112980,708954040
1988,89201155,710016241
1989,89288629,711075337
1990,89375550,712130333
1991,89462198,713197356
1992,89549371,714255186
1993,89638519,715316669
1994,89726911,716380397
1995,89881945,717454174
1996,89970954,718518387
1997,90058971,719585590
1998,90153206,720709034
1999,90255715,721835326
2000,90346859,722957276
